timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
6970976000,6970896000,0.86449623,-0.006847581,-0.0031312765,-0.50258297,-0.0008976212,0.00013315059,-0.0028465916,-0.6457405,-1.3861125,0.1113213,-7.95793e-06,3.2962794e-06,3.1921222e-06,-3.2421263e-05,-1.0778793e-05,0.0004659344,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1913023e-05,3.3039664e-06,3.3070396e-06,6.418955e-05,4.101208e-05,4.101249e-05,4.1504365e-05,0.003625058,0.0036250465,0.010554975,8.84747e-12,8.845993e-12,2.5841525e-11,5.0062205e-08,5.006219e-08,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6970984000,6970904000,0.8644995,-0.0068210713,-0.0031537141,-0.50257754,-0.0014147027,-0.0002517731,-0.0007116353,-0.64574975,-1.3861129,0.11130707,-7.95793e-06,3.2962794e-06,3.1921222e-06,-3.2421263e-05,-1.0778793e-05,0.0004659344,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1921745e-05,3.3087897e-06,3.3118192e-06,6.421718e-05,4.9188886e-05,4.9189675e-05,4.9905135e-05,0.0036250723,0.0036250607,0.010554991,8.851565e-12,8.850089e-12,2.5845623e-11,5.0062244e-08,5.006223e-08,5.000022e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6970992000,6970912000,0.864509,-0.006781739,-0.0031878576,-0.5025615,-0.0015615658,-0.00049293146,-0.002807953,-0.64576167,-1.3861159,0.11129299,-7.95793e-06,3.2962794e-06,3.1921222e-06,-3.2421263e-05,-1.0778793e-05,0.0004659344,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.192955e-05,3.313625e-06,3.3165882e-06,6.424575e-05,5.744847e-05,5.7449353e-05,5.8405847e-05,0.003625092,0.0036250805,0.010555012,8.855662e-12,8.854186e-12,2.5849718e-11,5.006228e-08,5.0062265e-08,5.0000256e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6971000000,6970920000,0.8645092,-0.0068531483,-0.0031552813,-0.5025603,-0.00067515566,-5.267697e-05,-0.0028902222,-0.6457706,-1.386118,0.1112702,-7.957954e-06,3.2962962e-06,3.1905747e-06,-3.242147e-05,-1.07787955e-05,0.0004659344,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1856244e-05,3.3184174e-06,3.3214776e-06,6.402835e-05,6.576057e-05,6.576103e-05,6.7006426e-05,0.0036251186,0.003625107,0.01055504,8.859746e-12,8.858276e-12,2.5806298e-11,5.006232e-08,5.0062305e-08,5.0000295e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6971008000,6970928000,0.86450684,-0.006859662,-0.0031456363,-0.50256443,-7.261341e-05,5.3244683e-05,-0.0023063382,-0.6457736,-1.386118,0.11117586,-7.957954e-06,3.2962962e-06,3.1905747e-06,-3.2421467e-05,-1.0778726e-05,0.00046593448,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1865759e-05,3.3232345e-06,3.3263098e-06,6.405508e-05,7.4130825e-05,7.413125e-05,7.5707e-05,0.003625153,0.0036251415,0.0105459895,8.863843e-12,8.862373e-12,2.5810394e-11,5.0062354e-08,5.006234e-08,5.000033e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6971016000,6970936000,0.86449504,-0.0068722325,-0.0031233232,-0.5025847,8.322468e-05,0.00021899167,-0.0018567746,-0.64577353,-1.386117,0.111159205,-7.957954e-06,3.2962962e-06,3.1905747e-06,-3.2421467e-05,-1.0778726e-05,0.00046593448,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1876669e-05,3.3280483e-06,3.331154e-06,6.4080414e-05,8.256422e-05,8.2564766e-05,8.4507534e-05,0.0036251964,0.0036251848,0.010546035,8.8679385e-12,8.866468e-12,2.5814491e-11,5.006239e-08,5.0062376e-08,5.0000367e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6971024000,6970944000,0.86449003,-0.0068778847,-0.0030889472,-0.5025936,-2.5828485e-06,0.0002473124,-0.0016059508,-0.64577323,-1.3861151,0.111145355,-7.957954e-06,3.2962962e-06,3.1905747e-06,-3.2421467e-05,-1.0778726e-05,0.00046593448,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1886603e-05,3.3328597e-06,3.3359945e-06,6.410676e-05,9.106193e-05,9.106259e-05,9.340803e-05,0.0036252497,0.003625238,0.010546091,8.872035e-12,8.870565e-12,2.5818587e-11,5.006243e-08,5.0062415e-08,5.0000406e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6971032000,6970952000,0.86448854,-0.0068733366,-0.0030705943,-0.5025963,-0.00010110422,-8.3555795e-05,-0.0012486374,-0.6457706,-1.3861234,0.11113396,-7.957834e-06,3.296511e-06,3.1905745e-06,-3.242097e-05,-1.0778874e-05,0.00046593137,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1896014e-05,3.3376198e-06,3.3407616e-06,6.413365e-05,9.951165e-05,9.951234e-05,0.00010235675,0.0036122187,0.003612207,0.010546159,8.876075e-12,8.874605e-12,2.5822683e-11,5.0062454e-08,5.006244e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6971040000,6970960000,0.86449337,-0.0068342215,-0.0030935663,-0.50258815,-0.00025679002,-0.00041965992,0.00093780406,-0.64577204,-1.3861254,0.11113272,-7.957834e-06,3.296511e-06,3.1905745e-06,-3.242097e-05,-1.0778874e-05,0.00046593137,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1904492e-05,3.3424747e-06,3.3455572e-06,6.41615e-05,0.00010811489,0.00010811553,0.00011145658,0.003612295,0.0036122834,0.01054624,8.880172e-12,8.878702e-12,2.5826778e-11,5.006249e-08,5.0062475e-08,5.0000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
6971048000,6970968000,0.86449826,-0.0067870216,-0.003139726,-0.5025804,-0.00021732188,-0.0009154555,-0.0018828814,-0.64577395,-1.3861308,0.11112894,-7.957834e-06,3.296511e-06,3.1905745e-06,-3.242097e-05,-1.0778874e-05,0.00046593137,0.20026052,-0.017260116,0.48703107,-2.6901544e-05,-0.00066737656,0.0015666154,0.0,0.0,2.1912996e-05,3.3473477e-06,3.3503477e-06,6.4189335e-05,0.00011683538,0.000116835705,0.000120656405,0.0036123847,0.003612373,0.010546335,8.8842675e-12,8.882797e-12,2.5830876e-11,5.006253e-08,5.0062514e-08,5.0000075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
